source,target,weight,source_cell_class,source_cell_type,source_hemibrain_type,source_side,target_cell_class,target_cell_type,target_hemibrain_type,target_side
720575940613579943,720575940602815200,19.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618308825,720575940602815200,1.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940620445062,720575940602815200,13.0,ALPN,,VP5+Z_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940628524292,720575940602815200,1.0,ALPN,,VM7d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940637056887,720575940602815200,2.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940640804853,720575940602815200,11.0,ALPN,,VA1d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940603317216,24.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628524292,720575940603317216,1.0,ALPN,,VM7d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619902598,720575940603317216,7.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940603317216,20.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630024566,720575940603317216,11.0,ALPN,,DM2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940638633535,720575940603317216,1.0,ALPN,,DM2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940604509374,18.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940604431584,720575940604509374,8.0,ALPN,,VA3_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940636873791,720575940604509374,4.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940608199748,720575940604509374,11.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940616079035,720575940604509374,3.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940619337536,720575940604509374,4.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940620199962,720575940604509374,1.0,ALPN,,VA1v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940631930828,720575940604509374,4.0,ALPN,,DA4m_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940604833196,10.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940604833196,1.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623528925,720575940604833196,12.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940630546540,720575940604833196,11.0,ALPN,,V_ilPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940608199748,720575940604833196,14.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940617207185,720575940604833196,18.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613579943,720575940606725131,21.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940619902598,720575940606725131,13.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940610505170,720575940606725131,14.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940622785062,720575940606725131,10.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940637009636,720575940606725131,7.0,ALPN,,VA5_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940606796722,18.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622368792,720575940606796722,31.0,ALPN,,DL1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622785062,720575940606796722,13.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622364184,720575940606796722,2.0,ALPN,,DA2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940624515571,720575940606796722,1.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,,KCg-m,left
720575940611372714,720575940606796722,14.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940607900867,28.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940607900867,26.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940637056887,720575940607900867,25.0,ALPN,,DC1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940607900867,5.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940631328104,720575940607900867,1.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640398477,720575940607900867,13.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,,KCg-m,left
720575940617207185,720575940607900867,15.0,ALPN,,DL5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619337536,720575940607900867,4.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940625784153,720575940607900867,7.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940610380498,36.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940610380498,15.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940638633535,720575940610380498,1.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940614727903,720575940610380498,4.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940621256212,720575940610380498,20.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940620437339,720575940610380498,1.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623444715,720575940610380498,27.0,ALPN,,VM1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613579943,720575940612099309,14.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628739560,720575940612099309,13.0,ALPN,,VC2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940618295454,720575940612099309,18.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640971995,720575940612099309,4.0,ALPN,,VM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940611372714,720575940612099309,17.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940612602163,1.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618308825,720575940612602163,10.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940638633535,720575940612602163,1.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940622368792,720575940612602163,17.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940624057853,720575940612602163,17.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940620465904,720575940612602163,17.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940624515571,720575940612602163,6.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940613023911,20.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940640971995,720575940613023911,7.0,ALPN,,VM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940617207185,720575940613023911,5.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940611372714,720575940613023911,18.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940613752999,19.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630024566,720575940613752999,20.0,ALPN,,DM2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940630770042,720575940613752999,12.0,ALPN,,DM1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940631328104,720575940613752999,16.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940608845525,720575940613752999,19.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,,KCg-m,left
720575940648650884,720575940613752999,11.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940614143942,27.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623528925,720575940614143942,1.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940617668747,720575940614143942,11.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940628316047,720575940614143942,26.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940621256212,720575940614143942,6.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940611022515,720575940614143942,8.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940619807397,720575940614143942,9.0,ALPN,,DL3_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613579943,720575940614412946,22.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940603985952,720575940614412946,14.0,ALPN,,D_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940636873791,720575940614412946,4.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940615394719,720575940614412946,14.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940617207185,720575940614412946,4.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940614533226,9.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628739560,720575940614533226,6.0,ALPN,,VC2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940614727903,720575940614533226,3.0,ALPN,,DM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640398477,720575940614533226,17.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,,KCg-m,left
720575940608845525,720575940614533226,17.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,,KCg-m,left
720575940613167007,720575940614533226,20.0,ALPN,,VM7d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940614984927,14.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,left
720575940637056887,720575940614984927,4.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,left
720575940622368792,720575940614984927,9.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,left
720575940628467611,720575940614984927,8.0,ALPN,,VL2p_adPN,left,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,left
720575940608970197,720575940614984927,5.0,ALPN,,DA4l_adPN,left,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,left
720575940613579943,720575940615068383,9.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940612284569,720575940615068383,5.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,,KCg-m,left
720575940624057853,720575940615068383,1.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940625431866,720575940615068383,7.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940616824588,720575940615068383,1.0,ALPN,,DC2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617207185,720575940615068383,11.0,ALPN,,DL5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940625784153,720575940615068383,12.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627708688,720575940615068383,8.0,ALPN,,DL4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940615847005,20.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627480586,720575940615847005,1.0,ALPN,,VM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940611079236,720575940615847005,7.0,ALPN,,VA2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940610505170,720575940615847005,27.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940610048981,720575940615847005,13.0,ALPN,,VM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628181520,720575940615847005,16.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940615962043,30.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640971995,720575940615962043,30.0,ALPN,,VM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940635082871,720575940615962043,13.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619928429,720575940615962043,9.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940616790713,32.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617668747,720575940616790713,16.0,ALPN,,VA4_lPN,left,Kenyon_Cell,,KCg-m,left
720575940608199748,720575940616790713,19.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,,KCg-m,left
720575940616824588,720575940616790713,34.0,ALPN,,DC2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940616079035,720575940616790713,21.0,ALPN,,DL1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940617036352,15.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940635082871,720575940617036352,4.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940613419695,720575940617036352,3.0,ALPN,,DC3_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940640032896,720575940617036352,5.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940613579943,720575940617410705,20.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940617410705,17.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940617410705,1.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627772009,720575940617410705,30.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628077568,720575940617410705,29.0,ALPN,,VM1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940637009636,720575940617410705,1.0,ALPN,,VA5_lPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940617873728,17.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940656090017,720575940617873728,17.0,ALPN,,VA3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628739560,720575940617873728,9.0,ALPN,,VC2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940617179451,720575940617873728,23.0,ALPN,,VM2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940626937617,720575940617873728,5.0,ALPN,,DA2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940617899403,21.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618295454,720575940617899403,18.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940619928429,720575940617899403,16.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940618606160,21.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618308825,720575940618606160,8.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940630770042,720575940618606160,4.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940631328104,720575940618606160,9.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940621256212,720575940618606160,13.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940635082871,720575940618606160,8.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940618963950,7.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940618963950,4.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940637056887,720575940618963950,1.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618295454,720575940618963950,2.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940636873791,720575940618963950,10.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940617207185,720575940618963950,1.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940627035388,720575940618963950,9.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613579943,720575940619249318,1.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940637056887,720575940619249318,12.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618295454,720575940619249318,10.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940608199748,720575940619249318,20.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940616079035,720575940619249318,10.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940634939327,720575940619249318,19.0,ALPN,,DC3_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940619319512,20.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627480586,720575940619319512,4.0,ALPN,,VM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940614727903,720575940619319512,3.0,ALPN,,DM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622785062,720575940619319512,13.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622734835,720575940619319512,1.0,ALPN,,DA2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940635933119,720575940619319512,7.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940644258327,720575940619319512,7.0,ALPN,,DM5_lPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940619723979,17.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940616824588,720575940619723979,16.0,ALPN,,DC2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617207185,720575940619723979,17.0,ALPN,,DL5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622785062,720575940619723979,23.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940620465904,720575940619723979,7.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940619902343,32.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940612284569,720575940619902343,7.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,KCab,KCab-s,left
720575940640971995,720575940619902343,11.0,ALPN,,VM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940619411147,720575940619902343,7.0,ALPN,,VP1m_l2PN,left,Kenyon_Cell,KCab,KCab-s,left
720575940648650884,720575940619902343,8.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940622734835,720575940619902343,7.0,ALPN,,DA2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940611849187,720575940619902343,3.0,ALPN,,DA2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940619807397,720575940619902343,11.0,ALPN,,DL3_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940620054277,22.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940620054277,18.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630546540,720575940620054277,2.0,ALPN,,V_ilPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940636873791,720575940620054277,13.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940640971995,720575940620054277,8.0,ALPN,,VM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940616824588,720575940620054277,1.0,ALPN,,DC2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940617207185,720575940620054277,8.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940627160322,720575940620054277,3.0,ALPN,,DC2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940610048981,720575940620054277,13.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940613419695,720575940620054277,11.0,ALPN,,DC3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940613579943,720575940620179309,18.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940637056887,720575940620179309,8.0,ALPN,,DC1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940608199748,720575940620179309,7.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,,KCg-m,left
720575940648650884,720575940620179309,15.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613419695,720575940620179309,12.0,ALPN,,DC3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940611372714,720575940620179309,2.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940620226470,26.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940625431866,720575940620226470,13.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940609454603,720575940620226470,1.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619411147,720575940620226470,6.0,ALPN,,VP1m_l2PN,left,Kenyon_Cell,,KCg-m,left
720575940648650884,720575940620226470,13.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940635933119,720575940620226470,1.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940624001321,720575940620226470,10.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940620316766,35.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623528925,720575940620316766,22.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940628739560,720575940620316766,1.0,ALPN,,VC2_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940617668747,720575940620316766,1.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940628316047,720575940620316766,14.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940627772009,720575940620316766,14.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940625784153,720575940620316766,1.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623444715,720575940620316766,8.0,ALPN,,VM1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940624515571,720575940620316766,6.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613579943,720575940620442885,2.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940637056887,720575940620442885,21.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940603985952,720575940620442885,16.0,ALPN,,D_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940630778428,720575940620442885,7.0,ALPN,,DL3_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940624515571,720575940620442885,20.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940613579943,720575940621076429,29.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940612284569,720575940621076429,5.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,KCab,KCab-c,left
720575940617207185,720575940621076429,2.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940610505170,720575940621076429,15.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940620437339,720575940621076429,1.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613167007,720575940621076429,14.0,ALPN,,VM7d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940621185050,720575940621076429,11.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613579943,720575940621167030,10.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940637056887,720575940621167030,23.0,ALPN,,DC1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630770042,720575940621167030,26.0,ALPN,,DM1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940612284569,720575940621167030,16.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,,KCg-m,left
720575940639680957,720575940621167030,15.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,,KCg-m,left
720575940630131663,720575940621167030,7.0,ALPN,,DC3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619807397,720575940621167030,9.0,ALPN,,DL3_lPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940621730175,14.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940621730175,13.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640697808,720575940621730175,4.0,ALPN,,VM2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940608199748,720575940621730175,22.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,,KCg-m,left
720575940608970197,720575940621730175,4.0,ALPN,,DA4l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617179451,720575940621730175,16.0,ALPN,,VM2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940610505170,720575940621730175,9.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940621966369,27.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628954112,720575940621966369,12.0,ALPN,,M_lPNm11D,left,Kenyon_Cell,,KCg-m,left
720575940619411147,720575940621966369,20.0,ALPN,,VP1m_l2PN,left,Kenyon_Cell,,KCg-m,left
720575940633804212,720575940621966369,18.0,ALPN,,D_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940622272076,29.0,ALPN,,DC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940622272076,1.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627480586,720575940622272076,11.0,ALPN,,VM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622368792,720575940622272076,20.0,ALPN,,DL1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617668747,720575940622272076,11.0,ALPN,,VA4_lPN,left,Kenyon_Cell,,KCg-m,left
720575940637526190,720575940622272076,18.0,ALPN,,VC1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940613579943,720575940622629193,16.0,ALPN,,DC4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940628524292,720575940622629193,22.0,ALPN,,VM7d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
